kgName,kinderGardenId,kgExternal,kgMapUrl,selectedRegionId,selectedRegionRegionName
ДГ №88 Детски рай (с яслени групи),35,88,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.64283,23.411559&spn=0.00187,0.003626&t=h&z=18&iwloc=00044dbd4f0002eb44055",14,Искър
ДГ №96 Росна китка (с яслени групи),121,96,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.663433,23.393996&spn=0.00187,0.003626&t=h&z=18&iwloc=00044dcd43e9e8343abaf",14,Искър
ДГ №108 Детско царство (с яслени групи),38,108,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.664628,23.396335&spn=0.00187,0.003626&t=h&z=18&iwloc=00044dce9fd1f0ea7e493",14,Искър
ДГ №108 Детско царство - сграда до бл. 42,200,108,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.666651,23.398079&spn=0.003637,0.006899&t=h&z=17&iwloc=000490497fd5aac4a399c  ",14,Искър
ДГ №144 Ханс Кристиан Андерсен (с яслени групи),154,144,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.651763,23.398443&spn=0.002379,0.005681&iwloc=00044dbb42cd070e36a6b",14,Искър
ДГ №185 Звездичка (с яслени групи),53,185,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.652481,23.399811&spn=0.00187,0.003626&t=h&z=18&iwloc=00044dbccb018caeb7223",14,Искър
ДГ №185 Звездичка - сграда Врана,23,185,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.637021,23.422278&spn=0.001871,0.003626&t=h&z=18&iwloc=00044db9dcdc2a48b5b34",14,Искър
ДГ №11 Мики Маус (с яслени групи),92,11,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.659125,23.373665&spn=0.002379,0.005681&iwloc=lyrftr:msid:215514434165803826755.00044d55fe12e68875c38,00044d923a478627c1bef,,,0,-31",15,Младост
ДГ №11 Мики Маус - почасова организация,310,11,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.659125,23.373665&spn=0.002379,0.005681&iwloc=lyrftr:msid:215514434165803826755.00044d55fe12e68875c38,00044d923a478627c1bef,,,0,-31",15,Младост
ДГ №14 Карлсон (с яслени групи),74,14,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.640289,23.370522&spn=0.00187,0.003626&t=h&z=18&iwloc=00044d932db7ed0cc59c9",15,Младост
ДГ №17 Мечо Пух (с яслени групи),89,17,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.655417,23.379888&spn=0.00187,0.003626&t=h&z=18&iwloc=00044d93cc05640f03a3a",15,Младост
ДГ №26 Калина (с яслени групи),198,26,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.657776,23.376417&spn=0.007953,0.013819&z=16",15,Младост
ДГ №28 Ян Бибиян (с яслени групи),169,28,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.646417,23.373199&spn=0.00187,0.003626&t=h&z=18&iwloc=00044da3f9e74e19479da",15,Младост
ДГ №56 Здравец (с яслени групи),58,56,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.639018,23.377093&spn=0.001871,0.003626&t=h&z=18&iwloc=00044da80b3091cec72d2",15,Младост
ДГ №59 Елхица (с яслени групи),45,59,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.639263,23.377994&spn=0.003741,0.007253&t=h&z=17&iwloc=00044db7dcc5c32daaf9c",15,Младост
ДГ №70 Пролет (с яслени групи),111,70,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.643055,23.3772&spn=0.00187,0.003626&t=h&z=18&iwloc=00044dba56c5cbd089ba9",15,Младост
ДГ №71 Щастие (с яслени групи),98,71,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.660805,23.375811&spn=0.00187,0.003626&t=h&z=18&iwloc=00044dba700fae51ee2e8",15,Младост
ДГ №75 Сърчице (с яслени групи),112,75,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.650102,23.384002&spn=0.00187,0.003626&t=h&z=18&iwloc=00044dbb0bdd4330c7f9d",15,Младост
ДГ №75 Сърчице - почасова организация,324,75,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.650102,23.384002&spn=0.00187,0.003626&t=h&z=18&iwloc=00044dbb0bdd4330c7f9d",15,Младост
ДГ №76 Сърничка (с яслени групи),145,76,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.629061,23.379346&spn=0.001871,0.003626&t=h&z=18&iwloc=00044dbb344568612d953",15,Младост
ДГ №76 Сърничка - сграда 2,472,76,,15,Младост
ДГ №98 Слънчево зайче (с яслени групи),207,98,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.645789,23.369626&spn=0.003606,0.006899&t=h&z=17",15,Младост
ДГ №109 Зорница (с яслени групи),63,109,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.6517,23.369862&spn=0.00187,0.003626&t=h&z=18&iwloc=00044d91de61f7300c61c",15,Младост
ДГ №117 Надежда (с яслени групи),96,117,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.663362,23.37249&spn=0.00187,0.003626&t=h&z=18&iwloc=00044d93bd4ffc700ed5c",15,Младост
ДГ №123 Шарл Перо (с яслени групи),161,123,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&t=h&ll=42.701614,23.323975&spn=0.089064,0.160675&z=13&dg=feature&mid=1401522258",15,Младост
ДГ №178 Сребърно копитце (с яслени групи),144,178,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.643331,23.38522&spn=0.00187,0.003626&t=h&z=18&iwloc=00044de324497d45d8cf4",15,Младост
ДГ №178 Сребърно копитце - сграда 2,280,178,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.641962,23.383917&spn=0.002344,0.005659&iwloc=0004d597652e429a14be8",15,Младост
ДГ №186 Деница (с яслени групи),28,186,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.647159,23.370607&spn=0.00187,0.003626&t=h&z=18&iwloc=00044d94121567f2aa76a",15,Младост
"ДГ №188 Вяра, Надежда, Любов (с яслени групи)",26,188,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.631883,23.376868&spn=0.001871,0.003626&t=h&z=18&iwloc=00044db8f6edba383446f",15,Младост
ДГ №189 Сто усмивки (с яслени групи),302,189,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.650136,23.375269&spn=0.00113,0.002642&iwloc=00050227a36d25dd19d76",15,Младост
ДГ №10 Чебурашка (с яслени групи),172,10,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.664336,23.362829&spn=0.00187,0.003626&t=h&z=18&iwloc=00044d9210b7eb8b0fc79",16,Студентски
ДГ №12 Лилия (с яслени групи),81,12,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.660379,23.365179&spn=0.00187,0.003626&t=h&z=18&iwloc=00044d92735fce269f9fc",16,Студентски
ДГ №16 Приказен свят,106,16,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.648741,23.342503&spn=0.00187,0.003626&t=h&z=18&iwloc=00044d93aaf7d673e0b40",16,Студентски
ДГ №16 Приказен свят - сграда 2 (с яслени групи),299,16,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.648555,23.340118,3a,75y,291.94h,86.71t&iwloc=0004abdc3baa31c8f0772",16,Студентски
СДЯ №69 ,262,69,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.654478,23.346956&spn=0.007464,0.012832  ",16,Студентски
ДГ №72 Приказка без край (с яслени групи),279,72,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.655448,23.360367&spn=0.002379,0.005681&iwloc=0004dddb12f430e2cff4e",16,Студентски
ДГ №78 Детски свят (с яслени групи),37,78,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.655594,23.363543&spn=0.00187,0.003626&t=h&z=18&iwloc=00044dbb90225990c1c2b",16,Студентски
ДГ №79 Слънчице (с яслени групи),140,79,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.652331,23.339875&spn=0.00187,0.003626&t=h&z=18&iwloc=00044dbbc921cc810832c",16,Студентски
ДГ №4 Слънчо (с яслени групи),141,4,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.628307,23.199649&spn=0.003402,0.010504&iwloc=00044d90597d8a9edc5eb",17,Витоша
ДГ №4 Слънчо - сграда 2,692,4,,17,Витоша
ДГ №37 Вълшебство (с яслени групи),25,37,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.669539,23.271457&spn=0.00187,0.003626&t=h&z=18&iwloc=00044da515273fecbf358",17,Витоша
ДГ №41 Приятели,203,41,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.600696,23.170327&spn=0.003641,0.006899&t=h&z=17&iwloc=00049047afcdac37d1d83  ",17,Витоша
ДГ №46 Жива вода (с яслени групи),49,46,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.613544,23.340272&spn=0.001871,0.003626&t=h&z=18&iwloc=00044da679539617f0dbe",17,Витоша
СДЯ №55 ,263,55,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.670383,23.271661&spn=0.007463,0.012832  ",17,Витоша
ДГ №60 Бор (с яслени групи),10,60,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.666178,23.243594&spn=0.00187,0.003626&t=h&z=18&iwloc=00044db83a70ad1b07dcf",17,Витоша
ДГ №112 Детски свят,34,112,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.645411,23.288087&spn=0.00187,0.003626&t=h&z=18&iwloc=00044dcee1998a71c76dc",17,Витоша
ДГ №116 Мусала,94,116,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.668446,23.270143&spn=0.00187,0.003626&t=h&z=18&iwloc=00044d93955ec789f673f",17,Витоша
ДГ №116 Мусала - сграда Гърдова глава,301,116,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.658178,23.269161&spn=0.004284,0.010568&iwloc=000500fc4b529461be2c0",17,Витоша
ДГ №160 Драгалевци (с яслени групи),57,160,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.631105,23.315032&spn=0.001871,0.003626&t=h&z=18&iwloc=00044de11addf98f2825a",17,Витоша
ДГ №160 Драгалевци - сграда 2,480,160,,17,Витоша
ДГ №9 Пламъче (с яслени групи),104,9,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.695105,23.226825&spn=0.001869,0.003626&t=h&z=18&iwloc=00044d915731c50fe5ef4",18,Овча купел
ДГ №33 Сребърни звънчета (с яслени групи),143,33,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.686308,23.242473&spn=0.001869,0.003626&t=h&z=18&iwloc=00044da4b1e643d922cb0",18,Овча купел
ДГ №39 Пролет (с яслени групи),110,39,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.687696,23.257311&spn=0.001869,0.003626&t=h&z=18&iwloc=00044da564fc5c787a413",18,Овча купел
СДЯ №66 ,264,66,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.681473,23.265224&spn=0.003731,0.006416  ",18,Овча купел
ДГ №84 Детелина (с яслени групи),30,84,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.687199,23.243793&spn=0.001869,0.003626&t=h&z=18&iwloc=00044dbcacd56b0d54471",18,Овча купел
ДГ №125 Усмивка (с яслени групи),151,125,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.68087,23.251657&spn=0.001869,0.003626&t=h&z=18&iwloc=00044dba9b12a7dfb7404",18,Овча купел
ДГ №125 Усмивка - сграда 3,689,125,,18,Овча купел
ДГ №161 Ласка (с яслени групи),303,161,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.681875,23.2636265,17z&spn=0.001869,0.003626&t=h&z=18&iwloc=00044de2a34271fd2d446",18,Овча купел
"ДГ №161 Ласка - сграда 2 ж.к. Овча купел, бл. 611",297,161,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.6811046,23.2712851,17z&spn=0.001869,0.003626&t=h&z=18&iwloc=00044de2a34271fd2d446",18,Овча купел
ДГ №161 Ласка - сграда 1 ул. Евлия Челеби,78,161,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.672339,23.25649&spn=0.00187,0.003626&t=h&z=18&iwloc=00044de14884a20fe6952",18,Овча купел
ДГ №164 Зорница (с яслени групи),66,164,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.673617,23.239163&spn=0.001869,0.003626&t=h&z=18&iwloc=00044de18e6cbdf74253b",18,Овча купел
ДГ №22 Великденче (с яслени групи),17,22,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.725491,23.249978&spn=0.001868,0.003626&t=h&z=18&iwloc=00044d947b8eaba069b22",19,Люлин
ДГ №31 Люлин (с яслени групи),83,31,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&t=h&ll=42.724238,23.254425&spn=0.001911,0.003449&z=18&iwloc=lyrftr:msid:106348801090647713422.00044d55fe12e68875c38,00044da4de150077a062b,,,0,-31",19,Люлин
ДГ №32 Българче (с яслени групи),16,32,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.721799,23.244163&spn=0.001868,0.003626&t=h&z=18&iwloc=00044da49206c5ef5b331",19,Люлин
ДГ №35 Щастливо детство (с яслени групи),164,35,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&t=h&ll=42.726784,23.247982&spn=0.001911,0.003449&z=18&iwloc=lyrftr:msid:106348801090647713422.00044d55fe12e68875c38,00044da4700f96a8bbc16,,,0,-31",19,Люлин
СДЯ №41 Ябълкова градина,265,41,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.728605,23.258529&spn=0.007456,0.012832",19,Люлин
ДГ №47 Незабравка (с яслени групи),97,47,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.713234,23.253915&spn=0.00957,0.022724&iwloc=00044da68c0556cdf06d6",19,Люлин
ДГ №47 Незабравка - почасова организация,318,47,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.713234,23.253915&spn=0.00957,0.022724&iwloc=00044da68c0556cdf06d6",19,Люлин
ДГ №55 Иглика (с яслени групи),68,55,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.719139,23.243176&spn=0.004753,0.011362&iwloc=00044da7c8e850a7bdc7e",19,Люлин
ДГ №57 Хосе Марти,155,57,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.713333,23.246201&spn=0.002377,0.005681&iwloc=00044da87220161e27cdd",19,Люлин
ДГ №64 Първи юни (с яслени групи),115,64,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.710554,23.264097&spn=0.001868,0.003626&t=h&z=18&iwloc=00044db908a5410959675",19,Люлин
ДГ №68 Ран Босилек (с яслени групи),119,68,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.712048,23.2612&spn=0.001868,0.003626&t=h&z=18&iwloc=00044db98c70788fb02ed",19,Люлин
ДГ №73 Маргарита,88,73,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.712233,23.263716&spn=0.001868,0.003626&t=h&z=18&iwloc=00044dbab26f5ff884862",19,Люлин
ДГ №86 Асен Босев (с яслени групи),7,86,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.72025,23.274482&spn=0.003736,0.006909&z=17&iwloc=00044dbce7dde3d2d3c0c",19,Люлин
ДГ №95 Омайниче (с яслени групи),179,95,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.718863,23.274407&spn=0.003736,0.006909&z=17&iwloc=00044dcd24f3e99a18c4c",19,Люлин
ДГ №101 Ябълкова градина (с яслени групи),168,101,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.728112,23.257772&spn=0.002341,0.005659&iwloc=00044d9296e0df7d73358",19,Люлин
ДГ №122  (с яслени групи),703,122,,19,Люлин
СДЯ №128 Слънце,306,128,https://www.google.com/maps/d/viewer?ll=42.72097%2C23.24662&spn=0.00187%2C0.003626&hl=bg&t=h&z=18&iwloc=00044d91146130e33c98a&authuser=0&mid=16SSNdcKE-i_XeQ2mlaYxnZeXeTY,19,Люлин
ДГ №139 Панорама (с яслени групи),101,139,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.72183,23.264805&spn=0.001868,0.003626&t=h&z=18&iwloc=00044dd1571577e4be631",19,Люлин
ДГ №139 Панорама - сграда ул. Луи Пастьор,220,139,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&t=h&ll=42.720423,23.273646&spn=0.003515,0.006856&z=17&iwloc=000488f7b9a8cfbfa2281",19,Люлин
ДГ №152 Люляче (с яслени групи),84,152,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.730031,23.250053&spn=0.004784,0.011362&iwloc=00044d9426c89cbfbdeaf",19,Люлин
ДГ №197 Китна градина,75,197,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.719915,23.219138&spn=0.001868,0.003626&t=h&z=18&iwloc=00044dcd788f60e54290a",19,Люлин
ДГ №200 Цветен рай (с яслени групи),238,200,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.716451,23.272562&spn=0.003634,0.006899&t=h&z=17&iwloc=000495159526820700280",19,Люлин
ДГ №5 Надежда (с яслени групи),190,5,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.735957,23.284278&spn=0.003735,0.007253&t=h&z=17&iwloc=00044d906f96d2180b96d",20,Връбница
ДГ №5 Надежда - сграда Обеля 2,270,5,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&t=h&ll=42.701614,23.323975&spn=0.089064,0.160675&z=13&mid=1369131719",20,Връбница
ДГ №5 Надежда - сграда Обеля 1,209,5,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&t=h&ll=42.701614,23.323975&spn=0.089064,0.160675&z=13&mid=1369131719",20,Връбница
ДГ №5 Надежда - сграда Връбница 2,210,5,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&t=h&ll=42.701614,23.323975&spn=0.089064,0.160675&z=13&mid=1369131719",20,Връбница
ДГ №42 Чайка (с яслени групи),156,42,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.733258,23.285737&spn=0.001868,0.003626&t=h&z=18&iwloc=00044da625365e5d9e27b",20,Връбница
ДГ №82 Джани Родари (с яслени групи),39,82,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.744684,23.277647&spn=0.001867,0.003626&t=h&z=18&iwloc=00044dbc57263fbcce31a",20,Връбница
ДГ №138 Приятели (с яслени групи),2,138,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.741556,23.262477&spn=0.001867,0.003626&t=h&z=18&iwloc=00044da6120f085ae219d",20,Връбница
ДГ №176 Зорница (с яслени групи),195,176,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.779023,23.276854&spn=0.029861,0.058022&t=h&z=14&iwloc=00044dcc45b391b3a8c18",20,Връбница
ДГ №176 Зорница - филиал с. Волуяк,194,176,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.767765,23.243605&spn=0.001867,0.003626&t=h&z=18&iwloc=00044dbb218acc24e819e",20,Връбница
ДГ №198 Косе Босе (с яслени групи),307,198,https://www.google.com/maps/d/edit?mid=16SSNdcKE-i_XeQ2mlaYxnZeXeTY&ll=42.73412051416351%2C23.296959081665136&z=13,20,Връбница
ДГ №102 Кременица (с яслени групи),188,102,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.820084,23.341656&spn=0.029841,0.058022&t=h&z=14&iwloc=00044d8ff401e63ab5de4",21,Нови Искър
ДГ №102 Кременица - филиал с. Кътина,290,102,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&t=h&ll=42.701614,23.323975&spn=0.089064,0.160675&z=13&mid=1369126325",21,Нови Искър
ДГ №102 Кременица - сграда кв. Гниляне,291,102,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&t=h&ll=42.701614,23.323975&spn=0.089064,0.160675&z=13&mid=1369131719",21,Нови Искър
ДГ №114 Светулка (с яслени групи),127,114,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.785264,23.392956&spn=0.001866,0.003626&t=h&z=18&iwloc=00044d92af140c38a05a7",21,Нови Искър
ДГ №121  (с яслени групи),146,121,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.815237,23.348436&spn=0.029844,0.058022&t=h&z=14&iwloc=00044de34850f3b0075fd",21,Нови Искър
ДГ №121 - филиал с. Доброславци,217,121,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.822359,23.283559&spn=0.003628,0.006899&t=h&z=17&iwloc=00049037124bceb998dba  ",21,Нови Искър
ДГ №121 - почасова организация,342,121,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.815237,23.348436&spn=0.029844,0.058022&t=h&z=14&iwloc=00044de34850f3b0075fd",21,Нови Искър
ДГ №132 Светлина (с яслени групи),1,132,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.760275,23.427771&spn=0.001867,0.003626&t=h&z=18&iwloc=00044da482e854d4d9053",21,Нови Искър
ДГ №132 Светлина - филиал с. Подгумер,100,132,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.801435,23.401759&spn=0.001866,0.003626&t=h&z=18&iwloc=00044da50418bb5e5d96c",21,Нови Искър
ДГ №135 Мое детство (с яслени групи),180,135,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&t=h&ll=42.701614,23.323975&spn=0.089064,0.160675&z=13&mid=1369126325",21,Нови Искър
