kgName,kinderGardenId,kgExternal,kgMapUrl,selectedRegionId,selectedRegionRegionName
ДГ №135 Мое детство - почасова организация,348,135,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&t=h&ll=42.701614,23.323975&spn=0.089064,0.160675&z=13&mid=1369126325",21,Нови Искър
ДГ №157 Детска стряха (с яслени групи),33,157,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.813609,23.343976&spn=0.001186,0.00284&iwloc=00044da83a738a354b470",21,Нови Искър
СДЯ №38 ,266,38,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.718264,23.430061&spn=0.059654,0.102654",22,Кремиковци
ДГ №44 Калина (с яслени групи),71,44,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.741245,23.503318&spn=0.013584,0.042014&iwloc=00044da656763c2e1fa43",22,Кремиковци
ДГ №44 Калина - почасова организация,316,44,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.741245,23.503318&spn=0.013584,0.042014&iwloc=00044da656763c2e1fa43",22,Кремиковци
ДГ №58 Слънчево утро (с яслени групи),122,58,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.732659,23.466888&spn=0.001868,0.003626&t=h&z=18&iwloc=00044da8b0b0f8d4e896e",22,Кремиковци
ДГ №89 Шарена дъга (с яслени групи),159,89,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.71126,23.413308&spn=0.001868,0.003626&t=h&z=18&iwloc=00044dbaed203242cd6d8",22,Кремиковци
ДГ №94 Детски свят (с яслени групи),178,94,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.764123,23.568442&spn=0.00679,0.021007",22,Кремиковци
ДГ №140 Зорница (с яслени групи),282,140,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.707416,23.452377&spn=0.129925,0.292854&iwloc=0004c8cd400d61cffbe29",22,Кремиковци
ДГ №146 Звездица,52,146,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.688559,23.471968&spn=0.001869,0.003626&t=h&z=18&iwloc=00044de059c8c966135ae",22,Кремиковци
"ДГ №146 Звездица - сграда 2, кв. Сеславци",690,146,,22,Кремиковци
ДГ №147 Славейче (с яслени групи),189,147,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.720258,23.532189&spn=0.004753,0.011362&iwloc=00044da6991b92c1f0bad",22,Кремиковци
ДГ №147 Славейче - филиал с. Яна,186,147,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.728687,23.559043&spn=0.001868,0.003626&t=h&z=18&iwloc=00044dd0d2c664f53c8e3",22,Кремиковци
ДГ №3 Детелина,31,3,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.659938,23.460789&spn=0.017642,0.040169&iwloc=lyrftr:msid:215514434165803826755.00044d55fe12e68875c38,0004c3e8c6dcce404fe28,42.656308,23.462763,0,-32",23,Панчарево
ДГ №3 Детелина - Експериментална сграда,281,3,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.673728,23.4589&spn=0.070551,0.160675&iwloc=lyrftr:msid:215514434165803826755.00044d55fe12e68875c38,0004c3e86eebd91b86539,,,0,-31",23,Панчарево
СДЯ №44 ,267,44,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.584907,23.370345&spn=0.006809,0.021007",23,Панчарево
ДГ №66 Елица (с яслени групи),44,66,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.598895,23.403588&spn=0.001872,0.003626&t=h&z=18&iwloc=00044db94062ae81cb1b0",23,Панчарево
ДГ №66 Елица - почасова организация,322,66,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.598895,23.403588&spn=0.001872,0.003626&t=h&z=18&iwloc=00044db94062ae81cb1b0",23,Панчарево
ДГ №97 Изгрев,69,97,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.594844,23.410492&spn=0.001872,0.003626&t=h&z=18&iwloc=00044dbbdf300d9dd70ed",23,Панчарево
ДГ №97 Изгрев - сграда с. Долни Лозен (с яслени групи),229,97,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.604621,23.491763&spn=0.00364,0.006899&t=h&z=17&iwloc=00049048d3379cbbfe04b  ",23,Панчарево
ДГ №143 Щурче,167,143,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.582363,23.360549&spn=0.003405,0.010504",23,Панчарево
"ДГ №143 Щурче - сграда ул. ""Просвета"" № 14",706,143,,23,Панчарево
ДГ №180 Зайченцето бяло (с яслени групи),50,180,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.614511,23.417315&spn=0.001871,0.003626&t=h&z=18&iwloc=00044de3716b92ba64057",23,Панчарево
ДГ №181 Радост,196,181,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.612,23.411297&spn=0.001871,0.003626&t=h&z=18&iwloc=00044de380c257664fab7",23,Панчарево
ДГ №182 Пчелица,114,182,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.54475,23.49098&spn=0.009391,0.022638",23,Панчарево
ДГ №25 Изворче,174,25,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&ll=42.715635,23.173937&spn=0.001868,0.003626&t=h&z=18&iwloc=00044d950320a5bf8dd04",24,Банкя
ДГ №25 Изворче - сграда 3,497,25,,24,Банкя
ДГ №25 Изворче - сграда 2,274,25,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.711831,23.147228&spn=0.009507,0.022724&iwloc=0004dd5dfe026bb847c70",24,Банкя
ДГ №116 Мусала - сграда бул. Ал. Пушкин №2,223,116,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.667803,23.267037&spn=0.004757,0.011362&iwloc=0004904a08573d8ef7b0e",17,Витоша
ДГ №90 Веса Паспалеева - сграда ул. Бял люляк 19,260,90,"https://www.google.com/maps/d/viewer?authuser=0&hl=bg&mid=zBJvLL_EO4pE.kkhSC76Er9fk&msa=0&ll=42.737588,23.296573&spn=0.007454,0.012832  ",13,Надежда
